Date;B1_N;B1_Q;B2_N;B2_Q;OVK_Q;B1_N_Aver;B2_N_Aver;Month;Year;T;TEC_Q_Aver;TEC_N_Aver;B1_GT11_N;B1_GT12_N;B2_GT21_N;B2_GT22_N;B1_PT10_N;B2_PT20_N
20.04.2019;4342.05;2793;0;0;2119;180.91875;0;4;2019;7.4;204.6666667;180.91875;1621.41;1570.14;0;0;1097.73;0
21.04.2019;4143.92;2922;0;0;1823;172.663125;0;4;2019;7.9;197.7083333;172.663125;1592.37;1543.07;0;0;1069.18;0
22.04.2019;4133.62;2563;0;0;1890;172.2339583;0;4;2019;11.7;185.5416667;172.2339583;1485.89;1433.11;0;0;1080.4;0
23.04.2019;4057.49;2671;62.81;0;1723;169.0620833;2.617083333;4;2019;12.9;183.0833333;171.6791667;1500.69;1448.38;62.87;0;1084.89;0
24.04.2019;4216.26;2311;0;0;1662;175.6775;0;4;2019;13.3;165.5416667;175.6775;1563.16;1508.34;0;0;1163.5;0
25.04.2019;3984.31;1862;0;0;1513;166.0129167;0;4;2019;14.6;140.625;166.0129167;1471.63;1413.04;0;0;1168.43;0
26.04.2019;4014.45;1897;0;0;561;167.26875;0;4;2019;15;102.4166667;167.26875;1449.29;1392.56;0;0;1130.98;0
27.04.2019;3875.88;1278;0;0;667;161.4947917;0;4;2019;13.8;81.04166667;161.4947917;1401.69;1353.92;0;0;1183.49;0
28.04.2019;4123.8;1909;0;0;377;171.8247917;0;4;2019;5;95.25;171.8247917;1483.53;1430.38;0;0;1113.08;0
29.04.2019;4125.17;2293;0;0;371;171.881875;0;4;2019;5;111;171.881875;1548.15;1492.91;0;0;1088.88;0
30.04.2019;3877.13;2604;0;0;415;161.546875;0;4;2019;7.9;125.7916667;161.546875;1471.96;1416.84;0;0;990.34;0
01.05.2019;4018.69;1983;0;0;1029;167.4452083;0;5;2019;11.5;125.5;167.4452083;1461.12;1409.9;0;0;1110.3;0
02.05.2019;3933.74;1529;0;0;1489;163.905625;0;5;2019;10.2;125.75;163.905625;1435.45;1383.03;0;0;1145.3;0
03.05.2019;4042.11;1782;0;0;1607;168.4210417;0;5;2019;3.6;141.2083333;168.4210417;1499.73;1443.4;0;0;1107.28;0
04.05.2019;4087.4;2081;0;0;1499;170.308125;0;5;2019;5.6;149.1666667;170.308125;1559.59;1508.68;0;0;1135.83;0
05.05.2019;3989.05;2245;0;0;1454;166.2104167;0;5;2019;6;154.125;166.2104167;1489.49;1440.47;0;0;1069.26;0
06.05.2019;4025.69;2426;0;0;1232;167.7370833;0;5;2019;6.4;152.4166667;167.7370833;1488.8;1438.39;0;0;1035.93;0
07.05.2019;3801.48;2277;0;0;1595;158.395;0;5;2019;5.8;161.3333333;158.395;1423.92;1377.99;0;0;953.76;0
08.05.2019;4046.48;2422;170.06;0;1394;168.603125;7.085833333;5;2019;8.3;159;175.6889583;1506.94;1452.26;170.38;0;1056.19;0
09.05.2019;3867.21;2422;45.54;0;1301;161.1335417;1.8975;5;2019;10.5;155.125;163.0310417;1452.99;1402;45.23;0;1034.37;0
10.05.2019;3876.58;1897;185.13;0;1543;161.5239583;7.71375;5;2019;14.7;143.3333333;169.2377083;1419.02;1365.16;185.05;0;1081.8;0
11.05.2019;3886;1933;332.66;0;1431;161.9164583;13.86083333;5;2019;15;140.1666667;175.7772917;1457.3;1405.04;266.1;0;1106.51;66.65
12.05.2019;3947.62;2370;0;0;1071;164.4841667;0;5;2019;13.6;143.375;164.4841667;1435.3;1387.45;0;0;1037.07;0
13.05.2019;3882.12;2000;0;0;883;161.7547917;0;5;2019;13.5;120.125;161.7547917;1438.87;1394.62;0;0.05;1103.48;0
14.05.2019;3943.76;765;222.75;0;480;164.323125;9.28125;5;2019;11;51.875;173.604375;1409.59;1348.49;65.38;167.45;1210.8;0
15.05.2019;4009.25;502;2929.06;0;513;167.051875;122.0439583;5;2019;10.5;42.29166667;289.0958333;1384.45;1330.77;1117.7;936.77;1215.7;864.43
16.05.2019;4097.18;503;2201.67;0;600;170.7158333;91.73625;5;2019;12.3;45.95833333;262.4520833;1442.39;1380.74;1207.28;362.33;1251.83;625.05
17.05.2019;3976.72;486;3939.09;43;610;165.6964583;164.1285417;5;2019;14.3;47.45833333;329.825;1418.94;1341.87;1381.97;1331.82;1225.81;1234.3
18.05.2019;4222.88;540;4202.42;48;327;175.9533333;175.100625;5;2019;16;38.125;351.0539583;1520.21;1451.92;1482.22;1439.85;1265.87;1294.66
19.05.2019;4156.66;398;3853.82;50;644;173.1941667;160.5758333;5;2019;17.9;45.5;333.77;1508.74;1455.93;1351.31;1331.9;1269.15;1223.56
20.05.2019;4071.41;433;3904.47;50;591;169.641875;162.68625;5;2019;19.8;44.75;332.328125;1414.77;1365.23;1335.01;1318.78;1218.89;1203.57
21.05.2019;3916.19;419;3826.73;49;538;163.174375;159.4470833;5;2019;20.4;41.91666667;322.6214583;1374.07;1325.77;1318.19;1309.6;1205.76;1188.61
22.05.2019;3591.06;395;3523.14;51;582;149.6275;146.7972917;5;2019;18.1;42.83333333;296.4247917;1271.94;1204.35;1197.31;1186.19;1143.95;1142.89
23.05.2019;4097.06;352;3959.02;112;604;170.7108333;164.9589583;5;2019;10.7;44.5;335.6697917;1440.98;1395.74;1395.37;1334.03;1233.62;1224.77
24.05.2019;1683;28;4059.21;321;494;70.12479167;169.1335417;5;2019;10.6;35.125;239.2583333;1165.72;34.02;1441.17;1388.8;483.07;1232.99
25.05.2019;0;0;4215.74;395;418;0;175.6558333;5;2019;12.8;33.875;175.6558333;0;0;1484.25;1441.11;0;1257.08
26.05.2019;0;0;4044.58;454;372;0;168.5239583;5;2019;11.4;34.41666667;168.5239583;0;0;1440.63;1391.59;0;1221.42
27.05.2019;0;0;73.42;0;0;0;3.058958333;5;2019;10.5;0;3.058958333;0;0;44.89;18.19;0;20.65
28.05.2019;0;0;0;0;0;0;0;5;2019;14.6;0;0;0;0;0;0;0;0
29.05.2019;0;0;0;0;0;0;0;5;2019;15.1;0;0;0;0;0;0;0;0
30.05.2019;0;0;0;0;0;0;0;5;2019;12.5;0;0;0;0;0;0;0;0
31.05.2019;0;0;0;0;0;0;0;5;2019;13;0;0;0;0;0;0;0;0
01.06.2019;0;0;0;0;0;0;0;6;2019;13.9;0;0;0;0;0;0;0;0
02.06.2019;0;0;0;0;0;0;0;6;2019;14.1;0;0;0;0;0;0;0;0
03.06.2019;0;0;128.92;0;0;0;5.371666667;6;2019;14;0;5.371666667;0;0;119;9.86;0;0
04.06.2019;0;0;2465;0;247;0;102.708125;6;2019;20.6;10.29166667;102.708125;0;0;1038.58;772.67;0;748.61
05.06.2019;77.88;0;3912.52;45;390;3.245;163.0216667;6;2019;24;18.125;166.2666667;0;77.87;1297.79;1265.66;0;1252.46
06.06.2019;0;0;3206.03;119;772;0;133.5845833;6;2019;24.5;37.125;133.5845833;0;0;1062.36;1017.55;0;1114.79
07.06.2019;0;0;3520.96;365;865;0;146.7066667;6;2019;25.1;51.25;146.7066667;0;0;1281.18;1230.09;0;1207.49
08.06.2019;0;0;3806.04;345;640;0;158.5847917;6;2019;26.5;41.04166667;158.5847917;0;0;1250.85;1186.2;0;1186.76
09.06.2019;0;0;3111.97;80;664;0;129.6652083;6;2019;22.2;31;129.6652083;0;0;1047.81;960.47;0;1104.99
10.06.2019;0;0;3721.95;247;745;0;155.0810417;6;2019;17.5;41.33333333;155.0810417;0;0;1304.23;1211.95;0;1217.09
11.06.2019;0;0;3789.7;203;687;0;157.9041667;6;2019;18.1;37.08333333;157.9041667;0;0;1314.97;1221.21;0;1231.98
12.06.2019;0;0;2007.91;250;586;0;83.66291667;6;2019;14.8;34.83333333;83.66291667;0;0;1385.01;31.52;0;609.38
13.06.2019;0;0;3213.94;492;627;0;133.9139583;6;2019;15;46.625;133.9139583;0;0;1406.69;850.89;0;975.94
14.06.2019;0;0;2994.13;438;558;0;124.7554167;6;2019;15.3;41.5;124.7554167;0;0;1042.72;948.27;0;1053.34
15.06.2019;0;0;2078.45;369;444;0;86.60208333;6;2019;14.2;33.875;86.60208333;0;0;25.07;1402.33;0;609.12
16.06.2019;0;0;2020.39;311;501;0;84.18291667;6;2019;17.3;33.83333333;84.18291667;0;0;0;1378.64;0;602.46
17.06.2019;0;0;3271.37;333;646;0;136.306875;6;2019;18.9;40.79166667;136.306875;0;0;907.55;1370.8;0;989.99
18.06.2019;0;0;3757.28;392;584;0;156.553125;6;2019;18.7;40.66666667;156.553125;0;0;1313.64;1240.78;0;1186.27
19.06.2019;0;0;3881.93;403;531;0;161.7470833;6;2019;19.7;38.91666667;161.7470833;0;0;1370.16;1318.06;0;1221.89
20.06.2019;1314.83;12;2918.98;362;596;54.784375;121.6241667;6;2019;22.7;40.41666667;176.4085417;1000.19;0;1041.45;961.77;376.4;1002.84
21.06.2019;1443.06;20;3387.44;357;759;60.12729167;141.143125;6;2019;24.8;47.33333333;201.2704167;959.98;0;1167.12;1068.68;421.37;1062.03
22.06.2019;0;0;3557.85;377;783;0;148.2435417;6;2019;19.1;48.33333333;148.2435417;0;0;1306.99;1204.37;0;1168.27
23.06.2019;0;0;3921.34;474;822;0;163.3889583;6;2019;17.8;54;163.3889583;0;0;1346.38;1267.55;0;1195.58
24.06.2019;984.72;13;4002.34;522;883;41.02979167;166.7641667;6;2019;18.2;59.08333333;207.7939583;734.73;0;1428.89;1346.3;249.46;1220.55
25.06.2019;2054.3;23;4037.37;446;708;85.595625;168.2235417;6;2019;18.4;49.04166667;253.8191667;1456.9;0;1436.15;1351.9;589.33;1229.45
26.06.2019;2008.23;23;3923.09;244;680;83.67625;163.461875;6;2019;17.3;39.45833333;247.138125;1418.7;0;1403.02;1302.44;581.32;1225.04
27.06.2019;1876.58;23;3859.47;234;655;78.190625;160.81125;6;2019;17;38;239.001875;1338.52;0;1370.4;1286.21;555.77;1217.28
28.06.2019;1493.25;68;3841.06;459;625;62.21854167;160.0439583;6;2019;15.9;48;222.2625;1058.23;0;1395.67;1302.82;434.1;1219.18
29.06.2019;0;0;4366.26;454;419;0;181.9275;6;2019;15.6;36.375;181.9275;0.01;0;1541.73;1464.26;0;1298.36
30.06.2019;0;0;3084.43;398;394;0;128.5177083;6;2019;18.4;33;128.5177083;0;0;1083.71;937.54;0;1038.96
01.07.2019;0;0;3288.72;411;391;0;137.0297917;7;2019;20.7;33.41666667;137.0297917;0;0;1146.95;1023.04;0;1077.76
02.07.2019;0;0;3566.83;359;436;0;148.6179167;7;2019;18.2;33.125;148.6179167;0;0;1263.93;1184.99;0;1157.74
03.07.2019;0;0;3618.94;371;487;0;150.7891667;7;2019;16.5;35.75;150.7891667;0;0;1259.31;1204.98;0;1153.18
04.07.2019;0;0;3087.52;513;410;0;128.6464583;7;2019;14.6;38.45833333;128.6464583;0;0;1049.05;1031.49;0;1024.78
05.07.2019;0;0;3583;465;419;0;149.2916667;7;2019;13.9;36.83333333;149.2916667;0;0;1241.15;1206.03;0;1126.48
06.07.2019;0;0;3649.19;378;421;0;152.049375;7;2019;13.1;33.29166667;152.049375;0;0;1286.42;1223.07;0;1151.06
07.07.2019;0;0;3642.66;300;498;0;151.7775;7;2019;15.2;33.25;151.7775;0;0;1283.06;1189.77;0;1153.99
08.07.2019;0;0;3751.67;396;624;0;156.3195833;7;2019;16.4;42.5;156.3195833;0;0;1324.67;1248.12;0;1184.41
09.07.2019;0;0;3579.58;557;683;0;149.1491667;7;2019;14;51.66666667;149.1491667;0;0;1292.57;1216.52;0;1142.38
10.07.2019;0;0;3847.29;455;847;0;160.3035417;7;2019;14.2;54.25;160.3035417;0;0;1342.26;1245.46;0;1178.2
11.07.2019;0;0;3512.88;661;1056;0;146.3697917;7;2019;11.9;71.54166667;146.3697917;0;0;1246.14;1129.83;0;1076.83
12.07.2019;0;0;3668.09;546;1224;0;152.836875;7;2019;12.4;73.75;152.836875;0;0;1291.16;1186.78;0;1107.48
13.07.2019;0;0;3933.58;542;1165;0;163.8989583;7;2019;14;71.125;163.8989583;0;0;1395.22;1300;0;1200.02
14.07.2019;0;0;3787.07;708;1199;0;157.7945833;7;2019;14.2;79.45833333;157.7945833;0;0;1360.87;1261.78;0;1177.05
15.07.2019;0;0;3773.07;642;1097;0;157.21125;7;2019;15.8;72.45833333;157.21125;0;0;1352.05;1275.88;0;1160.34
16.07.2019;0;0;3697.45;483;798;0;154.0604167;7;2019;17.5;53.375;154.0604167;0;0;1287.57;1193.74;0;1139.48
17.07.2019;0;0;3735.97;440;874;0;155.6652083;7;2019;16.2;54.75;155.6652083;0;0;1353.62;1269.77;0;1187.08
18.07.2019;0;0;3896.03;529;818;0;162.334375;7;2019;16.5;56.125;162.334375;0;0;1304.12;1221.27;0;1144.1
19.07.2019;0;0;3993.01;557;963;0;166.3754167;7;2019;16.2;63.33333333;166.3754167;0;0;1374.09;1273.75;0;1194.92
20.07.2019;0;0;3991.5;542;851;0;166.3122917;7;2019;18.5;58.04166667;166.3122917;0;0;1383.78;1314.68;0;1202.84
21.07.2019;0;0;3469.46;299;816;0;144.5608333;7;2019;19.3;46.45833333;144.5608333;0;0;1144.93;1069.55;0;1091.3
22.07.2019;0;0;3641.95;272;821;0;151.7479167;7;2019;20.5;45.54166667;151.7479167;0;0;1249.87;1183.72;0;1145.93
23.07.2019;0;0;3743.2;361;625;0;155.9666667;7;2019;20.6;41.08333333;155.9666667;0;0;1297.79;1227.64;0;1191.27
24.07.2019;0;0;3728.04;397;674;0;155.3347917;7;2019;18.9;44.625;155.3347917;0;0;1350.21;1268.16;0;1205.98
25.07.2019;0;0;3491.03;458;702;0;145.4595833;7;2019;18.9;48.33333333;145.4595833;0;0;1214.54;1119.7;0;1126.52
26.07.2019;1568.95;149;2372.39;301;684;65.37291667;98.84958333;7;2019;23.7;47.25;164.2225;0;0;91.15;78.62;0;99.58
27.07.2019;4054.14;408;0;0;746;168.9222917;0;7;2019;24.4;48.08333333;168.9222917;0;0;0;0;0;0
28.07.2019;3902.99;404;0;0;1026;162.6245833;0;7;2019;21.5;59.58333333;162.6245833;0;0;0;0;0;0
29.07.2019;3647.33;0;0;0;214;151.971875;0;7;2019;13.9;8.916666667;151.971875;1177.82;1150.91;0;0;1155.8;0
30.07.2019;3517.76;0;0;0;0;146.573125;0;7;2019;11.5;0;146.573125;1164.59;1137.33;0;0;1150.92;0
31.07.2019;3812.22;0;0;0;0;158.8425;0;7;2019;10.3;0;158.8425;1200.78;1174.31;0;0;1144.62;0
01.08.2019;3788.8;0;0;0;757;157.8664583;0;8;2019;13.4;31.54166667;157.8664583;1284.43;1253.69;0;0;1221.29;0
02.08.2019;3741.75;58;0;0;855;155.90625;0;8;2019;14.7;38.04166667;155.90625;1248.05;1213.6;0;0;1191.53;0
03.08.2019;3955.52;171;0;0;483;164.8133333;0;8;2019;12.7;27.25;164.8133333;1337.44;1316.14;0;0;1231.6;0
04.08.2019;3803.97;360;0;0;687;158.49875;0;8;2019;12.6;43.625;158.49875;1315.38;1273.87;0;0;1216.94;0
05.08.2019;3346.67;317;0;0;667;139.4445833;0;8;2019;14.9;41;139.4445833;1082.58;1051.2;0;0;1077.32;0
06.08.2019;3563.28;274;0;0;725;148.47;0;8;2019;14;41.625;148.47;1209.91;1187.66;0;0;1173.26;0
07.08.2019;3194.41;388;52.47;0;893;133.1002083;2.18625;8;2019;14.2;53.375;135.2864583;1102.54;1071.77;52.56;0;1094.77;0
08.08.2019;3714.13;424;9.46;0;752;154.7552083;0.394166667;8;2019;16.9;49;155.149375;1247.23;1214.99;0;9.53;1176.01;0
09.08.2019;3750.06;539;77.22;0;953;156.2522917;3.2175;8;2019;16.9;62.16666667;159.4697917;1319.18;1278.15;0;82.52;1203.28;0
10.08.2019;3552.02;425;36.41;0;462;148.000625;1.517083333;8;2019;16.9;36.95833333;149.5177083;1201.55;1192.46;0;31.13;1167.3;0
11.08.2019;3703.63;332;0;0;273;154.3177083;0;8;2019;16.5;25.20833333;154.3177083;1235.6;1211.29;0;0;1196.34;0
12.08.2019;3789.86;271;0;0;226;157.910625;0;8;2019;19.1;20.70833333;157.910625;1292.33;1260.15;0;0;1234.71;0
13.08.2019;3789.31;432;0;0;315;157.8877083;0;8;2019;17.7;31.125;157.8877083;1298.04;1264.5;0;0;1225.24;0
14.08.2019;3777.36;346;0;0;395;157.3897917;0;8;2019;17.8;30.875;157.3897917;1288.63;1272.62;0;0;1227.39;0
15.08.2019;3667.29;337;0;0;415;152.8035417;0;8;2019;16.8;31.33333333;152.8035417;1272.74;1248.98;0;0;1207.81;0
16.08.2019;3887.47;366;0;0;336;161.9779167;0;8;2019;16.9;29.25;161.9779167;1312.96;1283.54;0;0;1229.32;0
17.08.2019;98.23;0;0;0;685;4.092916667;0;8;2019;18.1;28.54166667;4.092916667;47.36;19.31;0;0;23.07;0
18.08.2019;0;0;0;0;683;0;0;8;2019;18.6;28.45833333;0;0;0;0;0;0;0
19.08.2019;30.25;0;1345.43;170;519;1.260416667;56.05958333;8;2019;19.4;28.70833333;57.32;0;30.21;0;1004.39;0;408.22
20.08.2019;0;0;1969.07;390;347;0;82.044375;8;2019;18.9;30.70833333;82.044375;0;0;0;1361.09;0;592
21.08.2019;0;0;1858.42;352;320;0;77.43416667;8;2019;17.7;28;77.43416667;0;0;0;1301.95;0;574.09
22.08.2019;0;0;1969.16;326;386;0;82.04833333;8;2019;17.1;29.66666667;82.04833333;0;0;0;1380.85;0;600.93
23.08.2019;0;0;1940.42;391;380;0;80.85083333;8;2019;17.5;32.125;80.85083333;0;0;0;1353.74;0;579.7
24.08.2019;0;0;1975.47;371;318;0;82.31125;8;2019;16.7;28.70833333;82.31125;0;0;0;1383.08;0;592
25.08.2019;0;0;1917.94;369;360;0;79.91395833;8;2019;16.1;30.375;79.91395833;0;0;0;1373.24;0;592.64
26.08.2019;0;0;1818.9;367;377;0;75.78729167;8;2019;17.9;31;75.78729167;0;0;0;1255.68;0;557.39
27.08.2019;0;0;1925.23;352;408;0;80.21770833;8;2019;17.9;31.66666667;80.21770833;0;0;0;1302.37;0;572.24
28.08.2019;0;0;1943.91;334;426;0;80.99625;8;2019;19.1;31.66666667;80.99625;0;0;0;1352.33;0;587.85
29.08.2019;0;0;1900.71;386;377;0;79.19604167;8;2019;20.2;31.79166667;79.19604167;0;0;0;1335.45;0;579.64
30.08.2019;0;0;1922.03;329;414;0;80.08458333;8;2019;20;30.95833333;80.08458333;0;0;0;1333.85;0;579.14
31.08.2019;44.33;0;1920.84;397;492;1.847083333;80.035;8;2019;19.1;37.04166667;81.88208333;44.34;0;29.56;1317.24;0;568.33
01.09.2019;0;0;1875.41;362;446;0;78.14208333;9;2019;19.2;33.66666667;78.14208333;0;0;0;1305.97;0;574.18
02.09.2019;0;0;3205.87;396;419;0;133.5779167;9;2019;20.3;33.95833333;133.5779167;0;0;950.95;1306.16;0;988.37
03.09.2019;0;0;3816.19;372;430;0;159.0079167;9;2019;17.4;33.41666667;159.0079167;0;0;1349.34;1237.25;0;1183.45
04.09.2019;0;0;3880.02;371;467;0;161.6672917;9;2019;16;34.91666667;161.6672917;0;0;1359.91;1251.06;0;1189.12
05.09.2019;0;0;3949.89;371;474;0;164.5785417;9;2019;18.2;35.20833333;164.5785417;0;0;1415.22;1304.13;0;1224.63
06.09.2019;0;0;3859.35;363;400;0;160.80625;9;2019;16.2;31.79166667;160.80625;0;0;1394.9;1266.82;0;1210.12
07.09.2019;0;0;3944.55;524;543;0;164.35625;9;2019;16;44.45833333;164.35625;0;0;1417.3;1303.15;0;1222.48
08.09.2019;0;0;3981.87;445;542;0;165.91125;9;2019;15.9;41.125;165.91125;0;0;1457.23;1340.59;0;1245.09
09.09.2019;0;0;4282.44;443;485;0;178.435;9;2019;16.7;38.66666667;178.435;0;0;1537.95;1404.31;0;1294.46
10.09.2019;0;0;3947.3;447;543;0;164.4708333;9;2019;20.2;41.25;164.4708333;0;0;1418.27;1288.28;0;1226.25
11.09.2019;0;0;3944.92;430;471;0;164.3716667;9;2019;19.7;37.54166667;164.3716667;0;0;1464.33;1344.03;0;1255.87
12.09.2019;0;0;4154.67;386;434;0;173.1110417;9;2019;17.1;34.16666667;173.1110417;0;0;1453.96;1324.83;0;1245.66
13.09.2019;0;0;3871.39;347;471;0;161.3079167;9;2019;14.4;34.08333333;161.3079167;0;0;1401.42;1264.06;0;1208.33
14.09.2019;0;0;3790.24;436;474;0;157.9266667;9;2019;12.3;37.91666667;157.9266667;0;0;1382.15;1239.39;0;1181.33
15.09.2019;0;0;3635.44;427;528;0;151.4766667;9;2019;9.6;39.79166667;151.4766667;0;0;1299.83;1190.41;0;1128.63
16.09.2019;0;0;3670.93;476;634;0;152.9552083;9;2019;10.6;46.25;152.9552083;0;0;1339.56;1248.39;0;1142.57
17.09.2019;0;0;3843.81;1143;712;0;160.15875;9;2019;8.5;77.29166667;160.15875;0;0;1381.7;1304.13;0;1112.56
18.09.2019;0;0;3819.31;1503;838;0;159.1377083;9;2019;8.6;97.54166667;159.1377083;0;0;1428.84;1369.25;0;1089.66
19.09.2019;0;0;3968.24;1565;1532;0;165.343125;9;2019;7.3;129.0416667;165.343125;0;0;1474.16;1373.98;0;1096.54
20.09.2019;0;0;3986.46;1609;2170;0;166.1025;9;2019;7.6;157.4583333;166.1025;0;0;1476.61;1371.1;0;1089.26
21.09.2019;0;0;4301.82;1442;2667;0;179.2422917;9;2019;7;171.2083333;179.2422917;0;0;1605.44;1514.39;0;1183
22.09.2019;0;0;4310.98;1642;2580;0;179.6239583;9;2019;5.7;175.9166667;179.6239583;0;0;1615.45;1506.36;0;1182.85
23.09.2019;0;0;4100.56;1633;2737;0;170.8564583;9;2019;4.6;182.0833333;170.8564583;0;0;1559.9;1430.32;0;1115.35
24.09.2019;0;0;4059.19;1590;2974;0;169.1327083;9;2019;4.8;190.1666667;169.1327083;0;0;1568.56;1437.86;0;1124.77
25.09.2019;0;0;4069.1;1669;3130;0;169.5458333;9;2019;5.5;199.9583333;169.5458333;0;0;1508.88;1415.35;0;1082.24
26.09.2019;0;0;3852.94;1733;3221;0;160.5389583;9;2019;7;206.4166667;160.5389583;0;0;1460.83;1382.01;0;1053.71
27.09.2019;0;0;3998;1750;2947;0;166.583125;9;2019;9.1;195.7083333;166.583125;0;0;1484.58;1396.16;0;1076.17
28.09.2019;0;0;3935.64;1828;2824;0;163.985;9;2019;9.8;193.8333333;163.985;0;0;1462.16;1378.02;0;1078.23
29.09.2019;0;0;3867.43;1832;2913;0;161.1429167;9;2019;9.2;197.7083333;161.1429167;0;0;1428.89;1391.74;0;1036.18
30.09.2019;0;0;3881.46;1288;3373;0;161.7272917;9;2019;11.9;194.2083333;161.7272917;0;0;1420.39;1369.84;0;1108.54
01.10.2019;3.41;0;4004.08;1247;3440;0.142083333;166.8366667;10;2019;10.3;195.2916667;166.97875;0;3.42;1467.75;1406.33;0;1137.26
02.10.2019;938.35;282;4107;1456;3000;39.09770833;171.1247917;10;2019;7.7;197.4166667;210.2225;0;736.92;1556.63;1475.62;247.05;1160.79
03.10.2019;2117.74;750;4144.25;1743;2642;88.23916667;172.676875;10;2019;5.4;213.9583333;260.9160417;0;1558.65;1566.14;1468.86;564.52;1120.73
04.10.2019;2155.44;803;4186.48;1876;2594;89.80979167;174.4364583;10;2019;3.5;219.7083333;264.24625;0;1549.56;1540.92;1449.01;551.6;1086.58
05.10.2019;2164.63;796;3985.02;1939;2653;90.19270833;166.0425;10;2019;2.4;224.5;256.2352083;99.51;1550.42;1529.8;1441.23;535.48;1057.37
06.10.2019;2041.6;905;3753.03;2104;2356;85.06645833;156.3760417;10;2019;1.7;223.5416667;241.4425;0;1518.1;1425;1334.62;509.84;962.65
07.10.2019;2083.83;904;3945.14;2105;2541;86.82604167;164.3808333;10;2019;2.8;231.25;251.206875;0;1544.67;1499.92;1411.06;528.83;1014.05
08.10.2019;2056.21;958;3896.38;2087;2546;85.67520833;162.3489583;10;2019;3.6;232.9583333;248.0241667;0;1542.82;1489.75;1409.51;523.11;1014.55
09.10.2019;2058.41;707;3884.78;1780;1317;85.76708333;161.865625;10;2019;5.7;158.5;247.6327083;0;1509.43;1458.45;1386.86;553.51;1043.41
10.10.2019;2028.64;653;3837.17;1504;1314;84.52666667;159.881875;10;2019;6.6;144.625;244.4085417;0;1502.08;1440.6;1374.81;560.57;1080.19
11.10.2019;2111.29;677;4021.8;1362;1475;87.97020833;167.5747917;10;2019;9;146.4166667;255.545;0;1517.1;1465.46;1361.52;567.06;1102.83
12.10.2019;3306.16;1206;3706.19;1188;1488;137.7564583;154.424375;10;2019;10;161.75;292.1808333;1005.89;1486.24;1440.88;1333.46;910.23;1063.32
13.10.2019;4048.37;1571;3980.75;1045;1269;168.681875;165.8645833;10;2019;9.5;161.875;334.5464583;1444.54;1405.82;1431.83;1341.05;1091.22;1103.05
14.10.2019;3707.52;1538;4007.47;1189;1128;154.48;166.9777083;10;2019;5.9;160.625;321.4577083;1247.52;1453.45;1502.72;1392.72;1004.94;1115.02
15.10.2019;2036.86;996;3874.18;1626;1175;84.86916667;161.4241667;10;2019;4.4;158.2083333;246.2933333;0;1513.81;1464.54;1327.93;515.7;1066.02
16.10.2019;2024;926;3889.75;1771;1080;84.333125;162.0727083;10;2019;4.8;157.375;246.4058333;0;1502.9;1480.2;1358.52;525.94;1071.95
17.10.2019;2041.89;918;3991.07;1741;1856;85.07875;166.2945833;10;2019;5.4;188.125;251.3733333;0;1513.86;1510.62;1389.75;530.38;1082.29
18.10.2019;2077.75;1022;4010.71;1799;2534;86.57270833;167.1129167;10;2019;5.7;223.125;253.685625;0;1549.44;1510.73;1415.09;530.52;1073.65
19.10.2019;2076.84;710;3922.69;1574;2906;86.53479167;163.4454167;10;2019;11.1;216.25;249.9802083;0;1525.63;1478.84;1374.52;557.12;1091.97
20.10.2019;2021.66;1024;3747.62;1701;2559;84.23583333;156.150625;10;2019;10.2;220.1666667;240.3864583;0;1529.28;1438.11;1333.27;533.41;1055.59
21.10.2019;2059.88;907;3911.32;1604;2070;85.82833333;162.9716667;10;2019;8.5;190.875;248.8;0;1521.94;1462.05;1352.77;539.38;1069.52
22.10.2019;2119.2;915;4011.21;1574;1074;88.3;167.13375;10;2019;7.9;148.4583333;255.43375;0;1526.81;1474.44;1366.27;535.59;1095.21
23.10.2019;2063.01;699;3797.51;1547;1978;85.95875;158.229375;10;2019;10.5;176;244.188125;0;1507.65;1423.61;1311.73;561.07;1067.18
24.10.2019;2077.41;785;3855.03;1524;2606;86.55854167;160.6260417;10;2019;10.1;204.7916667;247.1845833;0;1513.69;1424.88;1347.05;556.26;1074.79
25.10.2019;2060.45;713;3881.04;1623;2641;85.851875;161.71;10;2019;10.5;207.375;247.561875;0;1505.67;1444.65;1374.4;559.31;1068.59
26.10.2019;2043.58;756;3373.49;1872;2350;85.14895833;140.561875;10;2019;10.2;207.4166667;225.7108333;0;1490.27;1250.88;1220.71;561.2;916.5
27.10.2019;2036.39;825;3516.52;1362;2901;84.849375;146.5214583;10;2019;5.1;212;231.3708333;0;1507.72;1380.56;1174.68;527.35;958.97
28.10.2019;2070.65;885;3664.18;1909;2850;86.27708333;152.6739583;10;2019;1.4;235.1666667;238.9510417;0;1534.73;1394.46;1302.88;529.33;957.28
29.10.2019;3464.29;1656;3861.21;2003;2468;144.3454167;160.88375;10;2019;-0.1;255.2916667;305.2291667;1092.24;1498.32;1493.71;1399.12;906.55;1007.5
30.10.2019;2331.46;1476;3693.01;2280;2558;97.14416667;153.8752083;10;2019;-2;263.0833333;251.019375;308.48;1413.84;1422.8;1320.31;571.5;900.84
31.10.2019;2062.05;1137;3882.53;2112;2905;85.91875;161.771875;10;2019;0.1;256.4166667;247.690625;0;1559.94;1489.87;1394.36;501.79;1001.4
